isbn,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,author,description,page_count
1421515881,2005.0,"Wild Ones, Vol. 1 (Wild Ones, #1)",4.03,10738,312,675,2190,2745,4837,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Kiyo Fujiwara,"Please note: reads right to left (Japanese Style)Sachie Wakamura just lost her mother, and her estranged grandfather has shown up to take care of her. The only problem is that grandpa is the head of a yakuza gang! Too scared to join her new family, Sachie tries to continue living her normal life. She can't run far though, since one of the most popular guys in school is part of her grandfather's gang and her new protector. No one at school knows about Rakuto's hidden life, and soon Sachie finds herself falling for her bodyguard. But she's the granddaughter of Rakuto's boss, and he can never show his feelings for her. Can Sachie find a way to fit into her new family and grab her chance at love?",200
7158513,1978.0,I Can Read With My Eyes Shut!,4.17,13821,164,615,2894,3787,7005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dr. Seuss,"“The more that you read, the more things you will know. The more you learn, the more places you’ll go”. In this delightful book, Dr. Seuss celebrates the joys of reading, encouraging young children to take pride in their budding reading abilities.

With his unique combination of hilarious stories, zany pictures and riotous rhymes, Dr. Seuss has been delighting young children and helping them learn to read for over fifty years. Creator of the wonderfully anarchic Cat in the Hat, and ranked among the UK's top ten favourite children's authors, Seuss is firmly established as a global best-seller, with nearly half a billion books sold worldwide.

As the first step in a major rebrand programme, HarperCollins is relaunching 17 of Dr. Seuss's best-selling books, including such perennial favourites as The Cat in the Hat, Green Eggs and Ham and Fox in Socks. In response to consumer demand, the bright new cover designs incorporate much needed guidance on reading levels, with the standard paperbacks divided into three reading strands – Blue Back Books for parents to share with young children, Green Back Books for budding readers to tackle on their own, and Yellow Back Books for older, more fluent readers to enjoy. I Can Read With My Eyes Shut belongs to the Green Back Book range.",48
425182134,1985.0,Hammer of the Gods,3.83,8226,169,543,2464,3277,2544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Stephen Davis,"They were legends based on mythsâ€”myths of fantasy, power, and black magic. The tales of their tours were the most outrageous in the already excess-laden annals of modern music. The era of Led Zeppelin personified sex, drugs, and rock &amp; roll.Based on interviews with the band's musicians, friends, employees, and lovers, Hammer of the Gods tells the shocking story of Led Zeppelin's successes and excesses in the 70sâ€”when Zeppelin reigned as the industry's biggest act.Exclusive sources. Documents. Interviews. Photos. Revelations about a bandâ€”and an industryâ€”at its shameless peak. Read it all, and see why Hammer of the Gods is a classic of rock journalism in its own right.",408
330411985,2006.0,Winter in Madrid,3.79,8629,196,703,2545,4229,2399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,C.J. Sansom,"Fans of Carlos Ruiz Zafón’s The Shadow of the Wind and Sebastian Faulks’s Birdsong will fall in love with Winter in Madrid, the arresting new novel from C.J. Sansom. In September 1940, the Spanish Civil War is over and Madrid lies in ruins while the Germans continue their march through Europe. Britain stands alone as General Franco considers whether to abandon neutrality and enter the war. 

Into this uncertain world comes Harry Brett, a privileged young man who was recently traumatized by his experience in Dunkirk and is now a reluctant spy for the British Secret Service. Sent to gain the confidence of Sandy Forsyth, an old school friend turned shadowy Madrid businessman, Brett finds himself involved in a dangerous game and surrounded by memories. Meanwhile, Sandy’s girlfriend, ex-Red Cross nurse Barbara Clare, is engaged in a secret mission of her own—to find her former lover Bernie Piper, whose passion for the Communist cause led him into the International Brigades and who vanished on the bloody battlefields of the Jarama.

In a vivid and haunting depiction of wartime Spain, Winter in Madrid is an intimate and riveting tale that offers a remarkable sense of history unfolding and the profound impact of impossible choices.",549
765312824,2007.0,"A War of Gifts (Ender's Saga, #1.1)",3.66,11643,194,1041,4302,4429,2624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Orson Scott Card,"Orson Scott Card offers a Christmas gift to his millions of fans with A War of Gifts, a short novel set during Ender Wiggin's first years at the Battle School where it is forbidden to celebrate religious holidays. 

The children come from many nations, many religions; while they are being trained for war, religious conflict between them is not on the curriculum. But Dink Meeker, one of the older students, doesn't see it that way. He thinks that giving gifts isn't exactly a religious observation, and on Sinterklaas Day he tucks a present into another student's shoe.

This small act of rebellion sets off a battle royal between the students and the staff, but some surprising alliances form when Ender comes up against a new student, Zeck Morgan. The War over Santa Claus will force everyone to make a choice.",126
439998190,2000.0,"Captain Underpants and the Perilous Plot of Professor Poopypants (Captain Underpants, #4)",4.12,9566,276,594,1890,2474,5175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dav Pilkey,"Professor Pippy P. (Pee-Pee) Poopypants is a brilliant scientist, but his ridiculous name means no one takes his fantastic inventions seriously. And now he's on the rampage! He's armed with fiendish inventions Shrinky-Pig 2000 and the terrible Gerbil Jogger 2000. Can Captain Underpants stop him?",160
1421512025,2001.0,"Millennium Snow, Vol. 1",4.04,11293,376,745,2266,2617,5355,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Bisco Hatori,"Seventeen-year-old Chiyuki Matsuoka was born with heart problems, and her doctors say she won't live to see the next snow. Toya is an 18-year-old vampire who hates blood and refuses to make the traditional partnership with a human, whose life-giving blood would keep them both alive for a thousand years. 

Chiyuki makes the most of the time she has left, even though things aren't that exciting--until she comes across a reluctant vampire late one chilly night. Can Chiyuki teach Touya to feel a passion for life, even as her own is ending?",205
446695661,1987.0,Double Whammy,3.92,9622,86,388,2687,4763,2814,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carl Hiaasen,"R.J. Decker, star tenant of the local trailer park and neophyte private eye is fishing for a killer. Thanks to a sportsman's scam that's anything but sportsmanlike, there's a body floating in Coon Bog, Florida -- and a lot that's rotten in the murky waters of big-stakes, large-mouth bass tournaments. Here Decker will team up with a half-blind, half-mad hermit with an appetite for road kill; dare to kiss his ex-wife while she's in bed with her new husband; and face deadly TV evangelists, dangerously seductive women, and a pistol-toting redneck with a pit bull on his arm. And here his own life becomes part of the stakes. For while the ""double whammy"" is the lure, first prize is for the most ingenious murder.",404
689855443,2001.0,"Mates, Dates, and Inflatable Bras (Mates, Dates, #1)",3.73,10270,246,908,3411,2912,3095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Cathy Hopkins,"Everything is changing around Lucy Loverling, and a turning point is exactly what she does NOT need. Suddenly she has to make all sorts of decisions including what she wants to be. And it seems that everyone else knows who and what she wants to be except her. Izzie has become friends with the glamorous Nesta, and Lucy isn't certain she likes a threesome. Nesta and Izzie look sixteen, but Lucy, at fourteen, can still pass for a twelve-year-old.

But then one day Lucy sees the most wonderful boy crossing the street, and things do start to change -- in all areas of her life...",144
64404781,1993.0,"Little House on Rocky Ridge (Little House: The Rocky Ridge Years, #1)",3.83,14135,211,914,4243,4638,4242,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Roger Lea MacBride,"Pioneer for a New Century

Meet Rose Wilder, Laura Ingalls Wilder's daughter, and the last of the Little House girls.

Rose and her parents, Laura and Almanzo, say good-bye to Ma and Pa Ingalls and Laura's sisters. In a covered wagon containing all their possessions, they make their way across the drought-stricken Midwest to the lush green valleys of southern Missouri. The journey is long and not always easy, but at the end is the promise of a new home and a new life for the Wilders.

Little House on Rocky Ridge is the first book in The Rose Years, an ongoing series about another spirited girl from America's most beloved pioneer family.",353
394823958,1972.0,In a People House,4.13,11977,113,607,2675,3009,5774,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dr. Seuss,"When a spunky mouse invites a passing bird to see what's inside a People House, chaos ensues while beginning readers learn the names of 65 common household items—and that people are generally not pleased to find mice and birds in their houses! A super simple, delightfully silly introduction to objects around the home—from none other than Dr. Seuss!",36
330369032,1991.0,Lucky You,3.84,9144,85,456,3068,4712,2483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carl Hiaasen,"Virtually unnoticed, JoLayne Lucks stops by the Grab'n'Go to play the same numbers she's played every week for five years. Each lotto number marking the age at which she dumped a tiresome lover. She doesn't know it yet, but the discarded men in JoLayne's life have finally amounted to something.",496
765312921,2006.0,Hunters of Dune (Dune Chronicles #7),3.62,9121,517,933,2922,3190,2524,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Brian Herbert,"Hunters of Dune and the concluding volume, Sandworms of Dune, bring together the great story lines and beloved characters in Frank Herbert's classic Dune universe, ranging from the time of the Butlerian Jihad to the original Dune series and beyond.",524
439598443,1995.0,The Story of Ruby Bridges,4.41,9703,64,166,1214,2677,5787,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Robert Coles,"""Please, God, try to forgive those people. Because even if they say those bad things, They don't know what they're doing.""

This is the true story of an extraordinary 6-year-old who helped shape history when she became the first African-American sent to first grade in an all white school. This moving book captures the courage of a little girl standing alone in the face of racism.",32
393329402,2004.0,Another Bullshit Night in Suck City,3.77,8441,221,718,2302,3340,2382,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nick Flynn,"Nick Flynn met his father when he was working as a caseworker in a homeless shelter in Boston. As a teenager he'd received letters from this stranger father, a self-proclaimed poet and con man doing time in federal prison for bank robbery. Another Bullshit Night in Suck City tells the story of the trajectory that led Nick and his father onto the streets, into that shelter, and finally to each other. .",347
312555113,2009.0,The Chosen One,3.85,12865,290,902,3243,5073,3918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carol Lynch Williams,"Thirteen-year-old Kyra has grown up in an isolated community without questioning the fact that her father has three wives and she has twenty brothers and sisters. That is, without questioning it much - if you don't count her visits to the Ironton County Mobile Library on Wheels to read forbidden books, or her secret meetings with Joshua, the boy she hopes to choose for herself instead of having a man chosen for her. 

But when the Prophet decrees that Kyra must marry her sixty-year-old uncle - who already has six wives - she must make a desperate choice in the face of violence and her own fears of losing her family forever. 

An American Library Association Best Book for Young Adults. 

A YALSA Quick Pick for Reluctant Young Adult Readers. 

Recommended by The New England Children's Booksellers Association.",213
743226755,2003.0,"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",4.03,8437,162,445,1908,3092,3529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jim Loehr,"“Combines the gritty toughmindedness of the best coaches with the gentle-but-insistent inspiration of the most effective spiritual advisers” (Fast Company).

This groundbreaking New York Times bestseller has helped hundreds of thousands of people at work and at home balance stress and recovery and sustain high performance despite crushing workloads and 24/7 demands on their time. 

We live in digital time. Our pace is rushed, rapid-fire, and relentless. Facing crushing workloads, we try to cram as much as possible into every day. We're wired up, but we're melting down. Time management is no longer a viable solution. As bestselling authors Jim Loehr and Tony Schwartz demonstrate in this groundbreaking book, managing energy, not time, is the key to enduring high performance as well as to health, happiness, and life balance. The Power of Full Engagement is a highly practical, scientifically based approach to managing your energy more skillfully both on and off the job by laying out the key training principles and provides a powerful, step-by-step program that will help you to:

* Mobilize four key sources of energy

* Balance energy expenditure with intermittent energy renewal

* Expand capacity in the same systematic way that elite athletes do

* Create highly specific, positive energy management rituals to make lasting changes

Above all, this book provides a life-changing road map to becoming more fully engaged on and off the job, meaning physically energized, emotionally connected, mentally focused, and spiritually aligned.",222
375758119,1776.0,The Decline and Fall of the Roman Empire,3.96,8182,217,520,2141,3405,3467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Edward Gibbon,"Length: 126 hrs and 31 mins

The History of the Decline &amp; Fall of the Roman Empire was written by English historian Edward Gibbon & originally published in six quarto volumes. Volume 1 was published in 1776, going thru six printings; 2-3 in 1781; 4-6 in 1788-89. It was a major literary achievement of the 18th century, adopted as a model for the methodologies of historians.The books cover the Roman Empire after Marcus Aurelius, from 180 to 1590. They take as their material the behavior &amp; decisions that led to the eventual fall of the Empire in East &amp; West, offering explanations.Gibbon is called the 1st modern historian of ancient Rome. By virtue of its mostly objective approach &amp; accurate use of reference material, his work was adopted as a model for the methodologies of 19-20th century historians. His pessimism &amp; detached irony was common to the historical genre of his era. Although he published other books, Gibbon devoted much of his life (1772-89) to this one work. His Memoirs of My Life &amp; Writings is devoted largely to his reflections on how the book virtually became his life. He compared the publication of each succeeding volume to a newborn.Gibbon offers an explanation for why the Roman Empire fell, a task difficult because of few comprehensive written sources, tho he wasn't the only historian to tackle the subject. Most of his ideas are taken from what few relevant records were available: those of Roman moralists of the 4-5th centuries. According to Gibbon, the Empire succumbed to barbarian invasions because of lost of civic virtue. They'd become weak, outsourcing defence to barbarian mercenaries, who became so numerous &amp; ingrained that they took over. Romans had become effeminate, incapable of tough military lifestyles. In addition, Christianity created belief that a better life existed after death, fostering indifference to the present, sapping patriotism. Its comparative pacifism tended to hamper martial spirit. Lastly, like other Enlightenment thinkers, he held in contempt the Middle Ages as a priest-ridden, superstitious, dark age. It wasn't until his age of reason that history could progress.",1312
140504419,1979.0,Ox-Cart Man (Picture Puffin),4.03,12019,295,723,2555,3416,5202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Donald Hall,"Winner of the Caldecott Medal

Thus begins a lyrical journey through the days and weeks, the months, and the changing seasons in the life of one New Englander and his family. The oxcart man packs his goods - the wool from his sheep, the shawl his wife made, the mittens his daughter knitted, and the linen they wove. He packs the birch brooms his son carved, and even a bag of goose feathers from the barnyard geese.

He travels over hills, through valleys, by streams, past farms and villages. At Portsmouth Market he sells his goods, one by one - even his beloved ox. Then, with his pockets full of coins, he wanders through the market, buying provisions for his family, and returns to his home. And the cycle begins again.

""Like a pastoral symphony translated into picture book format, the stunning combination of text and illustrations recreates the mood of 19-century rural New England.""--The Horn Book",40
446676977,1980.0,"Wild Seed (Patternmaster, #1)",4.22,9711,81,301,1605,4150,4863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Octavia E. Butler,"Doro is an entity who changes bodies like clothes, killing his hosts by reflex or design. He fears no one until he meets Anyanwu. Anyanwu is a shapeshifter who can absorb bullets and heal with a kiss and savage anyone who threatens her. She fears no one until she meets Doro. Together they weave a pattern of destiny (from Africa to the New World) unimaginable to mortals.",306
144244228X,2009.0,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,4.46,9308,101,259,922,2423,6379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jenny Han,"Belly has always lived for the summertime because it means all her favorite things: swimming, the beach and the Fisher boys, Conrad and Jeremiah. She has spent every summer with them at Cousins Beach for as long as she can remember. She has always been in love with Conrad and finally, one summer, it seems like he might have feelings for her too. But it turns out, so does Jeremiah.

As the summers go on, Belly has to choose between two brothers who love her as she comes to the realization that she will have to break one of their hearts.

For the first time, all three Summer novels are in one collection, including The Summer I Turned Pretty, It's Not Summer Without You and We'll Always Have Summer.",896
1406800163,1922.0,Captain Blood,4.16,9714,109,348,2034,3975,4888,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rafael Sabatini,"Short Description: Peter Blood, an Irish physician and soldier in England in the 1680's, is wrongly convicted of treason and sentenced to indentured slavery in the Caribbean. He escapes and becomes the most feared pirate captain on the Spanish Main, but all the glory of his adventures cannot help him, for the woman he loves cannot love a thief and pirate. Even when he destroys England's enemies, even at his most triumphant...but wait! What's that... 

Long Description: Peter Blood, an Irish physician and former soldier is happily settled, in the 1680's, as the doctor in an English town, when the rebellion of the Duke of Monmouth catches him by accident. He saves a man's life, as a doctor must try to do, but the man is a rebel and the hanging Judge Jeffreys sentences him to ten years as an indentured slave in the Caribbean colonies. Once there, his knowledge as a physician is recognized, and thus he meets and falls in love with the daughter of the man who own his servitude; not likely to be a successful love story! A Spanish ship attacks the town, and while the Spaniards celebrate their victory he boldly steals their ship, and he and his fellow convicts sail off to become the boldest and most fearless of pirates among the islands and on the Spanish Main. But all the glory of his adventures cannot help him, for the woman he loves cannot love a thief and pirate. Even when he destroys England's enemies, even at his most triumphant...but wait! Is that... The classic novel of adventure and romance, and one of Sabatini's best.",236
785122583,2004.0,Iron Man: Extremis,4.08,9338,132,442,2052,3461,4127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Warren Ellis,"It's the beginning of a new era for Iron Man, and he must face up to a new era of terrifying technologies that threaten to overwhelm fragile mankind! He must find out what Extremis is - and, more importantly, he must figure out who has unleashed it and what its emergence means for the world.

Collecting: Iron Man 1-6",160
142781404X,2007.0,Maid-sama! Vol. 02 (Maid-sama! #2),4.53,9843,60,186,992,2175,7101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Hiro Fujiwara,"Misaki Ayuzawa is the President of the Student Council at Seika High School, formerly an all-boys school. Unfortunately, most of the students are still male and stuck in their slovenly habits, so man-hating Misaki really socks it to them in an attempt to make the school presentable to attract more female students. But what will she do when the sexiest boy in school finds out that after school, Misaki works in a maid cafe.

""First published in Japan in 2007 by Hakusensha, INC., Tokyo""--P. facing T.p.",208
553277405,1981.0,"Night Probe! (Dirk Pitt, #6)",3.89,10705,64,419,3261,4487,3075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Clive Cussler,,345
399160477,2013.0,"Command Authority (Jack Ryan Universe, #16)",4.08,6805,100,314,1828,4457,3591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Tom Clancy,"Decades ago, when he was a young CIA analyst, President Jack Ryan, Sr. was sent on what was supposed to be a simple support mission to investigate the death of an operative who had been looking into suspicious banking activities at a Swiss bank. Ryan's dogged tenacity uncovered not only financial deceit, but also the existence of a KGB assassin, code-named Zenith. He was never able to find the killer. But in the shadowy world of covert operations, nothing stays hidden forever. In the present, a new strongman has emerged in the ever-chaotic Russian republic -- the enigmatic President Valeri Volodin. His rise to power was meteoric, but shrouded in deception and treachery. The foundations of his personal empire are built on a bloody secret from his past, and he will eliminate anyone who comes close to that truth. For he has set in motion a plot to return Russia to its former glory and might, with the rest of the world once again trembling in fear of the mighty Bear. When an old friend of the Ryans is poisoned by a radioactive agent, the trail leads to Russia. And Jack Ryan, Jr. -- aided by his compatriots John Clark and the covert warriors of the secretive Campus -- must delve into an international conflict thirty years in the making, and finish what his father started.",740
1591164435,2002.0,"Bleach, Volume 03",4.31,11365,103,317,1723,3207,6205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Tite Kubo,"Memories in the Rain

Ichigo Kurosaki was a little boy when his mother passed away. One rainy day, Ichigo, whose ability top see the undead is a blessing and curse, tried to stop young girl from drowning in a nearby river. His mother, Masaki, ran after them, frantically trying to rescue her only son. Then everything went black, and Ichigo awoke only to discover his mother dead and the little girl gone. 

It's the anniversary of Masaki's death, and the entire Kurosaki clan, along with former Soul Reaper Rukia Kuchiki, head to the cemetary to pay their respects. Sleeping demons rarely ever stay still and pretty soon Ichigo confronts the Grand Fisher, the Hollow that may be responsible for his mother's demise.",192
140130138X,2007.0,The Center Cannot Hold: My Journey Through Madness,4.22,7533,93,286,1282,3168,4145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Elyn R. Saks,"Elyn Saks is a success by any measure: she's an endowed professor at the prestigious University of Southern California Gould School of Law. She has managed to achieve this in spite of being diagnosed as schizophrenic and given a ""grave"" prognosis—and suffering the effects of her illness throughout her life.

Saks was only eight, and living an otherwise idyllic childhood in sunny 1960s Miami, when her first symptoms appeared in the form of obsessions and night terrors. But it was not until she reached Oxford University as a Marshall Scholar that her first full-blown episode, complete with voices in her head and terrifying suicidal fantasies, forced her into a psychiatric hospital.

Saks would later attend Yale Law School where one night, during her first term, she had a breakdown that left her singing on the roof of the law school library at midnight. She was taken to the emergency room, force-fed antipsychotic medication, and tied hand-and-foot to the cold metal of a hospital bed. She spent the next five months in a psychiatric ward.

So began Saks's long war with her own internal demons and the equally powerful forces of stigma. Today she is a chaired professor of law who researches and writes about the rights of the mentally ill. She is married to a wonderful man.

In The Center Cannot Hold, Elyn Saks discusses frankly and movingly the paranoia, the inability to tell imaginary fears from real ones, and the voices in her head insisting she do terrible things, as well as the many obstacles she overcame to become the woman she is today. It is destined to become a classic in the genre.",340
717283534,1994.0,The Lion King (Disney's Wonderful World of Reading),4.48,9247,93,212,1121,1627,6287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Justine Korman Fontes,No description available.,44
1402179626,1840.0,Two Years Before the Mast: A Sailor's Life at Sea,3.96,8492,203,487,2354,3598,3537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Richard Henry Dana Jr.,"Two Years Before the Mast is a book by the American author Richard Henry Dana, Jr. written after a two-year sea voyage starting in 1834.

While at Harvard College, Dana had an attack of the measles, which affected his vision. Thinking it might help his sight, Dana, rather than going on a Grand Tour as most of his fellow classmates traditionally did (and unable to afford it anyway) and being something of a non-conformist, left Harvard to enlist as a common sailor on a voyage around Cape Horn on the brig Pilgrim. He returned to Massachusetts two years later aboard the Alert (which left California sooner than the Pilgrim).

He kept a diary throughout the voyage, and after returning he wrote a recognized American classic, Two Years Before the Mast, published in 1840, the same year of his admission to the bar.",458
312380755,2010.0,"Think Twice (Rosato & Associates, #11)",3.62,10211,398,1093,3479,4077,2487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Lisa Scottoline,"From the blockbuster New York Times bestselling author of Look Again comes a novel that makes you question the nature of evil: is it born in us or is it bred? Bennie Rosato looks exactly like her identical twin, Alice Connolly, but the darkness in Alice's soul makes them two very different women. Or at least that's what Bennie believes, until she finds herself buried alive at the hands of her twin. Meanwhile, Alice takes over Bennie's life, impersonating her at work and even seducing her boyfriend in order to escape the deadly mess she has made of her own life. But Alice underestimates Bennie and the evil she has unleashed in her twin's psyche, as well as Bennie's determination to stay alive long enough to exact revenge.Bennie must face the twisted truth that she is more like her sister Alice than she could have ever imagined, and by the novel's shocking conclusion, Bennie finds herself engaged in a war she cannot win;with herself.",374
875420281,1996.0,Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,4.25,8581,114,281,1338,2559,4458,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Ted Andrews,"Open your heart and mind to the wisdom of the animal world.

Animal Speak provides techniques for recognizing and interpreting the signs and omens of nature. Meet and work with animals as totems and spirit guides by learning the language of their behaviors within the physical world.

Animal Speak shows you how to:

Identify, meet, and attune to your spirit animals

Discover the power and spiritual significance of more than 100 different animals, birds, insects, and reptiles

Call upon the protective powers of your animal totem

Create and use five magical animal rites, including shapeshifting and sacred dance

This beloved, bestselling guide has become a classic reference for anyone wishing to forge a spiritual connection with the majesty and mystery of the animal world.",383
778326438,2009.0,"Summer on Blossom Street (Blossom Street, #6)",4.19,10681,52,248,2092,4300,4975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Debbie Macomber,Knitting and life are both about beginnings and endings. That's why it makes sense for Lydia Goetz to offer a class called Knit to Quit. It's for people who want to quit something - or someone - and start over.,368
307265781,2006.0,Whitethorn Woods,3.59,10409,180,1040,4215,4210,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Maeve Binchy,"Maeve Binchy once again brings us an enchanting book full of the wit, warmth, and wisdom that have made her one of the most beloved and widely read writers at work today. 

When a new highway threatens to bypass the town of Rossmore and cut through Whitethorn Woods, everyone has a passionate opinion about whether the town will benefit or suffer. But young Father Flynn is most concerned with the fate of St. Ann's Well, which is set at the edge of the woods and slated for destruction. People have been coming to St. Ann's for generations to share their dreams and fears, and speak their prayers. Some believe it to be a place of true spiritual power, demanding protection; others think it's a mere magnet for superstitions, easily sacrificed. Not knowing which faction to favor, Father Flynn listens to all those caught up in the conflict, and these are the voices we hear in the stories of ""Whitethorn Woods""--men and women deciding between the traditions of the past and the promises of the future, ordinary people brought vividly to life by Binchy's generosity and empathy, and in the vivacity and surprise of her storytelling. 

Maeve Binchy is at the very top of her form in this irresistible tale.",339
802142109,2004.0,Broken for You,3.8,10014,210,771,2689,4037,2727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Stephanie Kallos,"National best seller and Today show Book Club selection, Broken for You is the story of two women in self-imposed exile whose lives are transformed when their paths intersect. Stephanie Kallos's debut novel is a work of infinite charm, wit and heart. It is also a glorious homage to the beauty of broken things. 

When we meet septuagenarian Margaret Hughes, she is living alone in a mansion in Seattle with only a massive collection of valuable antiques for company. Enter Wanda Schultz, a young woman with a broken heart who has come west to search for her wayward boyfriend. Both women are guarding dark secrets and have spent many years building up protective armor against the outside world. As their tentative friendship evolves, the armor begins to fall away and Margaret opens her house to the younger woman. This launches a series of unanticipated events, leading Margaret to discover a way to redeem her cursed past, and Wanda to learn the true purpose of her cross-country journey. 

Both funny and heartbreaking, Broken for You is a testament to the saving graces of surrogate families and shows how far the tiniest repair jobs can go in righting the world's wrongs.",373
60931809,2001.0,The Map That Changed the World,3.81,9131,158,597,2684,3817,2532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Simon Winchester,"In 1793, a canal digger named William Smith made a startling discovery. He found that by tracing the placement of fossils, which he uncovered in his excavations, one could follow layers of rocks as they dipped and rose and fell -- clear across England and, indeed, clear across the world -- making it possible, for the first time ever, to draw a chart of the hidden underside of the earth. Determined to expose what he realized was the landscape's secret fourth dimension, Smith spent twenty-two years piecing together the fragments of this unseen universe to create an epochal and remarkably beautiful hand-painted map. But instead of receiving accolades and honors, he ended up in debtors' prison, the victim of plagiarism, and virtually homeless for ten years more. Finally, in 1831, this quiet genius -- now known as the father of modern geology -- received the Geological Society of London's highest award and King William IV offered him a lifetime pension.

The Map That Changed the World is a very human tale of endurance and achievement, of one man's dedication in the face of ruin. With a keen eye and thoughtful detail, Simon Winchester unfolds the poignant sacrifice behind this world-changing discovery.",329
60827874,2005.0,"The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion",4.48,7328,44,84,780,1815,4630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Perry Moore,"The ultimate visual companion and keepsake to the making of the stunning fantasy film The Chronicles of Narnia: The Lion, the Witch, and the Wardrobe based on the beloved children's classic by C.S. Lewis.

C.S. Lewis wrote the classic children's series over 50 years ago, and the amazing land of Narnia is finally coming to the big screen. This beautiful book captures the creative energy behind this film and offers the official inside story on how the magic was made.

Includes selections from the script, still shots from the film, photos of the production, an introduction and stories throughout from the producer, Perry Moore, reflections and anecdotes from cast and crew, and much more.

By going beyond the usual soundbites which make up traditional 'Making Of' books, this insider's account allows for the real personality of the project and its people to shine through its pages.",240
