title,author,rating,ratingcounts,reviewcounts,description,ISBN,genre,image,pagecount
The Goldfinch (Hardcover),Donna Tartt,3.92,698923,59623,"It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mothe",9780316055437,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378710146l/17333223.jpg,771
The Letters of Vincent van Gogh (Paperback),Vincent van Gogh,4.04,72701,355,"A new selection of post-impressionist painter Vincent Van Gough's letters, The Letters of Vincent van Gogh put a human face on one of the most haunting figures in modern Western culture. In this Penguin Classics edition, the letters are selected and edited by Ronald de Leeuw, and translated by Arnold Pomerans in Penguin Classics.Few artists' letters are as self-revelatory ",9780140446746,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328110665l/395233.jpg,528
History of Beauty (Paperback),Umberto Eco,3.79,50363,259,"Umberto Eco’s groundbreaking and much-acclaimed first illustrated book has been a critical success since its first publication in 2004. What is beauty? Umberto Eco, among Italy’s finest and most important contemporary thinkers, explores the nature, the meaning, and the very history of the idea of beauty in Western culture. The profound and subtle text is lavishly illustrat",9780847826469,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386926937l/10505.jpg,432
On Photography (Paperback),Susan Sontag,3.83,37095,756,"First published in 1973, this is a study of the force of photographic images which are continually inserted between experience and reality. Sontag develops further the concept of 'transparency'. When anything can be photographed and photography has destroyed the boundaries and definitions of art, a viewer can approach a photograph freely with no expectations of discovering",9780141187167,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328061531l/52372.jpg,224
Understanding Comics: The Invisible Art (Paperback),Scott McCloud,3.97,103625,2225,"The bestselling international classic on storytelling and visual communication""You must read this book."" — Neil GaimanPraised throughout the cartoon industry by such luminaries as Art Spiegelman, Matt Groening, and Will Eisner, Scott McCloud's Understanding Comics is a seminal examination of comics art: its rich history, surprising technical components, and major cultural ",null,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328408101l/102920.jpg,215
M.C. Escher: The Graphic Work (Paperback),M.C. Escher,3.91,62729,162,"Presenting the structurally unthinkable as though it were a law of nature M.C. Escher was born in 1898 in Leeuwarden (Netherlands). He received his first drawing lessons during secondary school from F.W. van der Haagen, who also taught him the block printing, thus fostering Escher's innate graphic talents. From 1912 to 1922 he studied at the School of Architecture and Orna",9783822858646,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388377308l/276287.jpg,92
The Diary of Frida Kahlo: An Intimate Self-Portrait (Hardcover),Frida Kahlo,3.87,37285,409,"Published here in its entirety, Frida Kahlo's amazing illustrated journal documents the last ten years of her turbulent life. This passionate, often surprising, intimate record, kept under lock and key for some forty years in Mexico, reveals many new dimensions in the complex persona of this remarkable Mexican artist.Covering the years 1944-45, the 170-page journal contain",9780810959545,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407009131l/91760.jpg,296
Color: A Natural History of the Palette (Paperback),Victoria Finlay,3.79,62669,652,"Discover the tantalizing true stories behind your favorite colors.For example: Cleopatra used saffron—a source of the color yellow—for seduction. Extracted from an Afghan mine, the blue “ultramarine” paint used by Michelangelo was so expensive he couldn’t afford to buy it himself. Since ancient times, carmine red—still found in lipsticks and Cherry Coke today—has come from",9780812971422,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427998243l/19596.jpg,464
Art Through the Ages  (Hardcover),Helen Gardner,3.81,35917,186,"The market-leading text for the art history survey course, GARDNER'S ART THROUGH THE AGES has served as a comprehensive and thoughtfully crafted guide to the defining phases of the world's artistic tradition. With this book in hand, thousands of students have watched the story of art unfold in its full historical, social, religious, economic, and cultural context, and thus",9780155050907,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168391513l/32525.jpg,1150
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles (Paperback),Steven Pressfield,4.01,69281,5742,"Internationally bestselling author of Last of the Amazons, Gates of Fire, and Tides of War, Steven Pressfield delivers a guide to inspire and support those who struggle to express their creativity. Pressfield believes that “resistance” is the greatest enemy, and he offers many unique and helpful ways to overcome it.",9780446691437,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574272133l/1319._SY475_.jpg,168
The Shock of the New (Paperback),Robert Hughes,3.70,30443,127,"A beautifully illustrated hundred-year history of modern art, from cubism to pop and avant-garde. More than 250 color photos.",9780500275825,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175649708l/542639._SX318_.jpg,444
The Art Forger (Hardcover),B.A. Shapiro,3.72,77237,6411,"On March 18, 1990, thirteen works of art worth today over $500 million were stolen from the Isabella Stewart Gardner Museum in Boston. It remains the largest unsolved art heist in history, and Claire Roth, a struggling young artist, is about to discover that there’s more to this crime than meets the eye.Claire makes her living reproducing famous works of art for a popular ",9781616201326,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348518546l/14568987.jpg,360
History of Art (Hardcover),H.W. Janson,3.77,31245,146,"For 1000s of art lovers both amateur & professional, esthetic life began with Janson, as his History of Art is often called. In the 1st edition, published in 1962, he spoke to that perennial reader he gently called ""the troubled layman."" His opening paragraph revealed his sympathy: ""Why is this supposed to be art?"" he quoted rhetorically. ""How often have we heard this ques",9780500237519,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330064588l/2693801.jpg,1000
Just Kids (Hardcover),Patti Smith,4.16,172356,10724,"In Just Kids, Patti Smith's first book of prose, the legendary American artist offers a never-before-seen glimpse of her remarkable relationship with photographer Robert Mapplethorpe in the epochal days of New York City and the Chelsea Hotel in the late sixties and seventies. An honest and moving story of youth and friendship, Smith brings the same unique, lyrical quality ",9780066211312,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1259762407l/341879.jpg,304
The Lives of the Artists (Paperback),Giorgio Vasari,3.74,26870,152,"Packed with facts, attributions, and entertaining anecdotes about his contemporaries, Giorgio Vasari's collection of biographical accounts also presents a highly influential theory of the development of Renaissance art.Beginning with Cimabue and Giotto, who represent the infancy of art, Vasari considers the period of youthful vigour, shaped by Donatello, Brunelleschi, Ghib",9780192834102,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387708111l/233389.jpg,616
Vincent Van Gogh: The Complete Paintings (Hardcover),Rainer Metzger,4.09,39829,121,"Van Gogh, who took up a variety of professions before becoming an artist, was a solitary, despairing and self-destructive man. This richly illustrated and expert study follows the artist from the early gloom-laden paintings in which he captured the misery of peasants and workers in his homeland, through his bright and colorful Parisian period, to the work of his final year",9783822812150,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347681065l/203805.jpg,740
The Agony and the Ecstasy (Mass Market Paperback),Irving Stone,4.08,77753,1953,"Celebrating the 500th anniversary of Michelangelo’s David, New American Library releases a special edition of Irving Stone’s classic biographical novel—in which both the artist and the man are brought to life in full. A masterpiece in its own right, this novel offers a compelling portrait of Michelangelo’s dangerous, impassioned loves, and the God-driven fury from which he",9780451171351,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879079l/321552.jpg,776
Leonardo da Vinci (Hardcover),Walter Isaacson,4.17,53071,3810,"Based on thousands of pages from Leonardo's astonishing notebooks and new discoveries about his life and work, Walter Isaacson weaves a narrative that connects his art to his science. He shows how Leonardo's genius was based on skills we can improve in ourselves, such as passionate curiosity, careful observation, and an imagination so playful that it flirted with fantasy. ",9781501139154,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523543570l/34684622._SY475_.jpg,600
Leonardo's Notebooks (Hardcover),Leonardo da Vinci,3.93,38795,208,"An all-new, jewel-like, reader-friendly format gives new life to this relaunch of an international best-seller.Leonardo da Vinci—artist, inventor, and prototypical Renaissance man—is a perennial source of fascination because of his astonishing intellect and boundless curiosity about the natural and man-made world. During his life he created numerous works of art and kept v",9781579124571,Art,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388230805l/24096.jpg,352
